depthInfo,district,val,year
Amager Øst-80m ~ 99m,Amager Øst,4493.0,2014.0
Amager Øst-100m ~ 119m,Amager Øst,2714.0,2014.0
Amager Øst-120m,Amager Øst,3002.0,2014.0
Bispebjerg-Under 40m,Bispebjerg,1912.0,2014.0
Bispebjerg-40m ~ 50m,Bispebjerg,6215.0,2014.0
Bispebjerg-60m ~ 79m,Bispebjerg,7567.0,2014.0
Bispebjerg-80m ~ 99m,Bispebjerg,4252.0,2014.0
Bispebjerg-100m ~ 119m,Bispebjerg,1849.0,2014.0
Bispebjerg-120m,Bispebjerg,2276.0,2014.0
Brønshøj~Husum-Under 40m,Brønshøj~Husum,1328.0,2014.0
Brønshøj~Husum-40m ~ 50m,Brønshøj~Husum,5822.0,2014.0
Brønshøj~Husum-60m ~ 79m,Brønshøj~Husum,5577.0,2014.0
Brønshøj~Husum-80m ~ 99m,Brønshøj~Husum,4549.0,2014.0
Brønshøj~Husum-100m ~ 119m,Brønshøj~Husum,1711.0,2014.0
Brønshøj~Husum-120m,Brønshøj~Husum,1868.0,2014.0
Indre By-Under 40m,Indre By,1446.0,2014.0
Indre By-40m ~ 50m,Indre By,7513.0,2014.0
Indre By-60m ~ 79m,Indre By,10585.0,2014.0
Indre By-80m ~ 99m,Indre By,8197.0,2014.0
Indre By-100m ~ 119m,Indre By,3433.0,2014.0
Indre By-120m,Indre By,5466.0,2014.0
Nørrebro-Under 40m,Nørrebro,1977.0,2014.0
Nørrebro-40m ~ 50m,Nørrebro,11031.0,2014.0
Nørrebro-60m ~ 79m,Nørrebro,14006.0,2014.0
Nørrebro-80m ~ 99m,Nørrebro,8369.0,2014.0
Nørrebro-100m ~ 119m,Nørrebro,3455.0,2014.0
Nørrebro-120m,Nørrebro,4186.0,2014.0
Valby-Under 40m,Valby,1330.0,2014.0
Valby-40m ~ 50m,Valby,4784.0,2014.0
Valby-60m ~ 79m,Valby,6419.0,2014.0
Valby-80m ~ 99m,Valby,4817.0,2014.0
Valby-100m ~ 119m,Valby,3226.0,2014.0
Valby-120m,Valby,3117.0,2014.0
Vanløse-Under 40m,Vanløse,588.0,2014.0
Vanløse-40m ~ 50m,Vanløse,4799.0,2014.0
Vanløse-60m ~ 79m,Vanløse,5535.0,2014.0
Vanløse-80m ~ 99m,Vanløse,3408.0,2014.0
Vanløse-100m ~ 119m,Vanløse,1528.0,2014.0
